file,label_id,code,condition,condition_bn,urgency
oral_0_000057.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000058.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000059.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000060.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000061.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000062.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000063.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000064.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000065.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000066.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000067.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000068.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000069.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000070.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000071.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000072.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000073.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000074.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000075.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000076.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000077.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000078.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000079.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000080.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000081.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000082.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000083.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000084.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000085.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000086.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000087.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000088.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000089.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000090.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000091.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000092.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000093.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000094.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000095.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000096.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000097.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000098.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000099.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000100.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000101.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000102.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000103.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000104.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000105.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000106.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000107.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000108.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000109.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000110.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000111.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000112.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000113.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000114.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000115.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000116.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000117.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000118.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000119.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000120.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000121.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000122.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000123.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000124.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000125.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000126.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000127.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000128.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000129.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000130.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000131.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000132.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000133.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000134.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000135.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000136.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000137.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000138.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000139.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000140.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000141.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000142.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000143.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000144.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000145.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000146.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000147.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000148.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000149.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000150.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000151.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000152.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000153.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000154.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000155.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000156.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000157.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000158.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000159.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000160.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000161.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000162.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000163.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000164.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000165.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000166.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000167.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000168.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000169.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000170.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000171.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000172.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000173.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000174.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000175.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000176.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000177.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000178.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000179.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000180.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000181.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000182.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000183.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000184.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000185.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000186.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000187.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000188.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000189.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000190.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000191.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000192.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000193.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000194.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000195.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000196.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000197.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000198.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000199.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000200.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000201.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000202.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000203.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000204.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000205.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000206.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000207.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000208.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000209.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000210.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000211.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000212.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000213.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000214.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000215.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000216.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000217.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000218.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000219.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000220.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000221.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000222.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000223.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000224.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000225.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000226.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000227.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000228.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000229.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000230.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000231.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000232.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000233.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000234.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000235.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000236.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000237.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000238.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_1_000239.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000240.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000241.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000242.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000243.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000244.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000245.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000246.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
oral_0_000247.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_0_000248.jpg,0,oral_scc,oral_scc,মুখের ক্যানসারের মতো পরিবর্তন (OSC সন্দেহ),urgent
oral_1_000249.jpg,1,oral_normal,oral_normal,স্বাভাবিক মুখের ভেতর,routine
